7294:17,58,616,23604,76,245,518,654,302,542
7299:58,616,654,302,542,76,101,84,4212,743
7303:83785,25113,22110,41588,121398,20186,104811,74118,3977,104461
7326:616,8,302,138,62,891,32,861,1196,245
7340:15238,5670,11579,56166,1730,5097,10039,2139,53895,43507
7346:17,508,616,8,564,542,302,58,654,61
7348:17164,38973,5921,3028,79212,63445,4560,14102,387,51361
7351:236,43087,35096,41534,122741,46114,22001,53235,72541,69479
7356:1682,46215,7623,1460,1326,566,44486,29732,14906,1678
7366:654,8,29,616,58,1102,650,101,43535,5708
7367:39204,76,113879,29623,72499,8476,9877,58888,15852,33388
7383:422,7501,17,19886,30068,2588,58867,40039,67591,89289
7397:6275,29,1102,17,84,302,564,542,76,654
7410:81,226,17,780,70,731,5767,441,654,262
7414:58,302,162,1180,29,654,19877,354,138,6
7419:463,8733,168,719,574,1147,1400,661,135,8860
7429:7885,105286,51945,9702,45395,17,302,654,76,616
7433:76,564,654,542,70,81,15,1462,1535,226
7444:7334,4671,70818,7468,26945,311,4262,13369,815,787
7451:69,1917,38690,1617,12495,17944,1549,53415,285,8794
7461:168,719,574,11467,9239,77868,10077,7225,120743,5738
7466:2268,1951,8,4268,4487,8457,245,518,2200,16514
7467:616,654,508,302,58,542,61,8,32,650
7488:616,302,58,15,564,6,518,224,650,10279
7489:7612,24032,50463,85656,58835,98736,39860,41064,68947,83977
7517:1342,2097,36743,64973,3378,186,11408,10178,22713,15660
7518:302,84,654,616,908,58,76,327,542,1449
7519:70,1405,508,226,616,302,378,1023,245,2302
7527:20300,39395,245,353,33882,2233,763,63084,17,5117
7542:43521,254,54520,168,661,719,574,20913,24159,447
7555:5254,47388,4339,378,17692,2549,6165,72027,61646,1790
7556:67880,22059,20008,17498,81719,16501,25740,19569,9656,25466
7558:168,2318,9417,8860,564,463,616,719,5480,17
7563:84,224,76,736,102447,892,3541,11044,27463,17867
7572:168,984,719,661,5557,574,8733,135,2153,2103
7586:168,719,5480,661,8860,984,1400,1326,5738,2833
7590:616,654,542,302,861,61,289,1550,564,76
7603:4573,302,654,616,58,542,3101,162,1196,1549
7605:76,1410,302,616,654,101,245,518,542,8
7607:245,61,8,13511,44115,15,964,654,302,787
7608:8,302,70,1790,357,508,736,654,4500,285
7612:616,29,554,76,564,289,542,1196,101,654
7617:7760,17,1119,46650,654,37236,28979,755,2641,17
7637:58,29,616,302,654,8,1344,364,363,289
7657:6135,1097,5262,7709,6453,38355,10660,44773,12652,30463
7661:17,17876,518,542,302,654,101,616,861,84
7678:2880,6434,1712,12990,1206,5624,1352,8848,3107,3172
7682:7836,47276,289,1462,3216,17,2185,354,1535,61872
7692:616,302,1405,654,542,6,650,2266,8,84
7699:41954,36876,52857,13298,1919,105524,86480,18476,9341,18966
7707:518,483,6,616,29,564,76,1102,1762,736
7708:1335,1539,87846,13504,1352,40987,97310,73777,52452,35017
7713:654,236,29,650,616,58,15,1912,564,4075
7734:16553,17,61,654,2200,32,76,8,394,542
7741:32,302,542,17,8,14186,162,61,486,84
7742:4174,616,302,15,542,654,861,902,518,354
7743:17,8,654,736,302,70,542,138,518,650
7751:61,654,58,15141,616,285,15,48,245,29
7760:21903,302,15931,8,68700,38046,47852,17,616,238
7766:58603,76,1089,698,118281,82919,20084,984,650,1326
7787:17,76,518,542,8,327,302,26216,19628,20486
7813:596,616,564,17,8,62,518,650,1155,1405
7818:616,58,101,17,891,302,1102,5575,654,518
7823:17,1326,69206,56810,65515,94846,77739,103602,1023,2153
7825:17,508,1023,70,76,302,8,13363,616,224
7833:4755,51600,54858,52802,100182,104610,3213,7831,5624,24581
7841:302,224,32,542,8,947,787,76,245,518
7844:2427,322,302,16819,736,34839,2032,99471,654,8
7850:17,869,1023,302,7006,508,32,70,7843,656
7863:302,17,654,58,616,84,354,650,8,70
7869:8258,81362,22646,311,10981,101571,44770,13341,4040,8772
7888:17,58,654,542,76,861,15,518,564,11
7889:698,508,70,364,17,76,361,901,1382,2139
7894:63428,50605,2822,650,49569,5801,628,36982,83303,1991
7903:2048,4378,10285,114845,111921,21840,80561,46923,43554,94225
7915:17,302,616,58,15,84,542,787,61,564
7921:8117,39402,1609,1730,2988,81,10503,1555,675,224
7945:168,463,5480,574,1528,661,1326,760,2155,1400
7946:17,58,302,8213,2897,616,654,6704,1440,43577
7949:17,508,787,654,84,8,616,245,15,58
7951:58,616,518,84,76,8,650,1196,542,322
7958:669,107104,114548,83086,91446,52121,84164,76108,15013,51232
7962:8,245,289,29,650,61,564,32,2272,1196
7964:10559,16305,81531,13567,38803,46414,2787,3601,38174,4873
7967:565,453,53369,56568,26531,3131,2008,4880,1677,361
7969:17,302,654,354,29,616,84,76,236,749
7975:76,508,70,656,749,19221,226,1023,1535,363
7976:17,542,486,236,1196,650,947,58,29,1937
7977:591,104058,46586,37585,34998,115741,105409,115663,84118,26787
7981:10611,3378,39446,186,68179,39267,46421,32261,65033,45315
7990:58,17,564,616,101,302,76,654,8,162
8002:441,3618,3506,4513,16036,1340,1744,1875,710,5122
8008:3176,121068,76406,50060,89213,122522,121424,10195,105614,40382
8009:302,17,654,542,58,518,84,15,66,6599
8023:17,245,654,8,15,518,542,302,58,1382
8032:1382,17,542,76,564,8,1126,1405,1804,1435
8036:5488,5480,1400,984,1326,10267,399,463,719,168
8054:873,17,81,508,1382,238,931,19149,4350,302
8065:58,542,650,61,76,518,32,861,363,245
8068:538,24655,11358,3746,5962,18975,5053,66271,7450,18452
8069:3207,3506,970,245,1372,899,4487,48,947,353
8081:76,616,302,564,8,65,58,327,364,32
8090:616,58,84,15,542,8,518,650,285,6
8097:103,94,518,542,402,15,17,61,1023,1987
8103:25751,59438,48159,81609,13817,3509,17,3107,4518,787
8104:8300,47836,24468,17,302,654,76,616,58,8
8130:8,17,245,518,103,131,65,4268,2955,327
8134:2848,1913,30661,50005,86108,109669,45726,95006,63943,45269
8137:58,15,564,29,542,861,101,162,245,363
8141:17,616,518,84,76,14152,2816,1957,654,508
8144:168,1528,1326,463,8733,1400,984,760,574,8860
8150:17,302,518,15,8,1196,650,1102,84,61
8159:17,616,508,3543,13075,21455,354,302,70,6400
8161:77681,54240,8357,1352,1709,3704,3307,4444,4825,6379
8163:76,2930,654,254,9847,358,2139,1995,7194,13009
8184:81,226,500,5767,731,780,3423,7211,554,61
8186:518,616,787,1822,147,5343,17390,1405,2615,6511
8200:654,302,616,58,239,542,1239,29,650,15
8206:616,17,787,61,15,518,1598,654,322,692
8217:17,302,654,15,58,322,84,402,542,285
8224:17,616,302,542,84,654,70,289,58,518
8225:774,245,17,4487,947,899,353,48,496,769
8227:2302,4798,1267,4268,7672,5119,1405,5230,4967,1412
8229:58,15,17,29,650,616,302,8,289,542
8245:36400,19489,116797,17812,76,121181,48822,24811,108635,105650
8263:8476,39003,91897,110137,17,302,654,76,616,58
8264:542,17,289,654,986,81,1758,70,616,545
8270:1109,10682,302,24676,236,17,363,364,616,5548
8276:58,17,616,289,542,15,322,6,8,285
8285:302,518,616,84,5741,39108,356,81779,902,4414
8286:20765,5121,78603,12746,12020,100745,5261,37385,16527,40394
8287:14597,39436,23950,545,1758,6468,68034,6097,10834,31789
8290:17,1462,354,76,70,654,564,5575,10595,521
8310:6224,44227,19100,306,49237,5975,13167,26656,4341,911
8314:28327,3878,38434,79667,1546,36797,8226,25441,2021,1119
8325:302,58,6,654,29,138,354,29185,60952,21310
8326:616,302,508,76,58,654,8,32,70,564
8334:17,654,616,58,302,8,650,29,289,101
8336:168,719,2715,1460,1326,5738,1205,2318,2337,4453
8343:616,58,654,302,8,861,542,26748,76,790
8347:8,542,616,861,518,650,6,564,29,15
8352:17,616,302,1405,32,654,8,518,245,542
8368:17,29,302,654,616,15,1550,8,508,84
8380:168,336,9417,6097,760,1400,801,34916,1326,984
8396:17,616,58,302,518,542,8,15,6,61
8401:302,654,58,616,49711,9694,23111,3255,81202,31307
8406:17,8,654,378,616,518,58,15,76,542
8411:101420,518,76,301,289,542,29,354,84,650
8413:17,302,15,616,58,542,32,650,8,61
8435:3913,33778,17,302,654,76,616,58,8,866
8449:17,27322,61822,76,508,3172,1712,245,2880,564
8450:1711,18803,13266,37804,1686,29837,1550,91192,102561,73853
8476:8730,302,12830,58,654,1550,1245,17,29,616
8477:17,616,4755,22,168,508,719,518,22395,4873
8491:11326,1888,3374,16217,87746,9121,64331,47530,2850,226
8499:1002,245,12117,441,17,710,4755,5122,518,8957
8500:4455,60193,29047,8418,50294,3939,3718,120437,31820,1696
8510:518,245,1471,17,61,84,616,654,2955,289
8513:17,9057,30316,947,616,8,508,76,245,61
8517:57092,1109,1405,53584,23066,236,1451,26492,118530,1050
8530:302,17,654,58,8,542,564,76,84,1102
8531:58,302,542,564,8,76,650,15,29,61
8534:398,4941,11641,17,2447,11247,5598,3367,11644,16155
8536:17,616,327,654,84,8,76,496,508,1057
8537:1568,363,29,8,518,45293,19008,10856,93653,578
8552:811,22178,17,302,654,76,616,58,8,866
8569:10041,1527,11725,6434,1206,1352,189,7859,4825,8848
8578:106,1131,14152,2816,1957,22,4481,974,10466,3842
8581:236,14750,17,302,654,3448,616,554,4203,564
8582:8,542,650,285,15,6,518,1567,162,61
8600:4891,56395,5219,35975,32790,10009,88587,25333,15169,48019
8603:25937,51517,17,947,8660,84,8,1102,787,302
8635:6434,4755,1352,16174,12990,2880,3107,10041,10687,8848
8636:6901,8783,5357,26437,684,28389,24647,5775,48431,45287
8637:866,80142,29171,72245,68956,113764,113819,65528,118329,18001
8644:20984,1332,568,1240,616,32,55436,162,53644,650
8651:76,1382,1023,1126,902,70,654,4048,1951,353
8660:17,616,58,84,518,76,8,15,61,542
8670:780,3423,81,731,65783,113857,98545,110067,37456,80617
8681:654,302,84,518,650,61,8,542,29,15
8692:17,70,780,3423,654,302,76,616,58,1535
8711:16970,17,302,654,76,616,58,8,866,84
8717:81,3819,17071,5767,6593,1690,2185,7585,2369,1217
8718:984,5480,8860,1400,2103,1326,463,5738,760,1147
8719:8,542,616,508,654,1023,15,58,32,1196
8735:29,654,17,289,179,322,6759,162,1102,3244
8736:6491,500,6127,78917,109624,108726,826,1762,2512,50
8746:616,302,8,542,58,61,518,84,29,32
8747:84,289,1102,787,354,1023,302,94,654,14750
8755:86870,27589,27582,873,931,1276,431,4697,1539,219
8760:38295,1046,616,650,2683,224,13510,4042,167,88028
8765:9075,61722,64918,102478,17,302,654,76,616,58
8768:18892,76,17,5726,33223,19089,48992,31619,616,564
8771:17,8,65,7446,302,542,61,654,58,289
8774:17,58,30301,5343,6868,302,2535,1811,19233,616
8782:168,5557,719,2153,1460,1528,8733,574,1400,661
8788:58,518,8,29,542,76,650,84,861,1196
8789:25987,3864,17692,37709,20312,736,6988,295,117014,62700
8790:11563,3471,398,675,2766,35279,10492,45956,1382,17567
8802:654,8,302,8870,101,616,289,542,29,518
8810:76,17,11268,70,873,342,899,1825,94,1471
8812:687,2204,226,140,2379,986,780,1993,2967,1453
8822:8725,121522,95404,64067,67690,108437,61246,45623,15197,89793
8825:518,3448,654,289,302,616,564,5080,8,1102
8844:2121,13449,1109,873,224,302,4205,138,1348,182
8850:4755,10041,1527,6434,2880,4825,1712,12990,508,3107
8852:1119,302,891,48,899,1187,1594,2935,1762,8308
8862:6823,31244,63363,6375,710,10444,219,71178,2548,3704
8863:654,302,8,58,29,518,861,542,787,15
8868:17,8,302,131,58,327,61,518,245,616
8870:17,8,518,58,616,101,508,787,736,656
8872:17,861,245,302,616,654,58,564,542,15
8877:17,302,654,616,58,15,564,76,650,8
8889:17,107820,77857,11097,92425,16083,98045,76,40569,508
8890:9429,76,226,118188,79299,48734,122213,8183,2733,787
8900:1403,650,1196,616,58,32,3101,654,899,61
8906:17,8,76,302,616,654,1535,564,508,542
8912:8,19561,8443,27081,26781,24473,46033,45362,85,21597
8913:5111,2548,840,157,10541,8069,5627,41272,197,10230
8915:17,70,302,1287,138,508,654,289,542,1023
8916:17,654,616,302,8,418,542,518,564,61
8920:81,7072,3939,731,5767,17782,7211,4854,12706,14174
8924:17,245,8,616,15,508,76,302,441,13170
8931:302,616,8,654,58,518,542,1196,861,84
8935:518,8,55062,94,61,616,364,119,2302,1360
8936:54180,40588,6306,89051,736,9289,189,3172,3737,7021
8958:31872,4268,65,1535,947,1372,331,363,51194,33095
8984:9725,77230,81173,297,352,9345,60889,162,1462,29417
9000:17,518,542,861,302,8,616,554,902,29
9001:4797,16127,1951,353,56792,47411,2268,94,12993,47366
9013:15766,285,62,17,93405,1196,29,861,58,654
9024:17,302,650,616,654,58,564,861,76,32
9079:17,616,8,654,15,518,542,58,302,61
9085:17,616,8,899,518,564,245,58,15,1119
9096:2880,1712,378,12990,7859,27344,6266,17,5254,10687
9098:17,168,7838,76,984,1002,1326,1528,564,719
9106:654,302,32,76,301,289,1405,245,542,354
9111:62,654,194,616,302,356,58,1109,1240,4374
9122:17,302,398,58,84,76,1196,1102,29,650
9128:654,616,58,542,29,861,8,6,15,518
9135:3448,17,4203,654,302,616,11621,10075,10682,10641
9141:2880,8848,3107,1527,5624,1352,7880,11725,7831,1712
9152:616,654,5567,518,542,29,8,650,58,61
9155:3347,654,8,8409,26202,327,17,14154,120467,103001
9157:112933,3034,5319,7268,107743,27481,57049,94589,115109,19308
9158:3717,2139,8384,7959,361,55222,2973,3131,262,4357
9159:616,17,302,353,654,301,58,518,138,6
9160:189,10041,4825,6434,1527,8848,12990,5624,6266,3107
9161:22781,760,719,8733,984,661,8860,2318,9417,1400
9171:168,616,58,661,511,719,654,8,984,9783
9173:245,970,2403,2714,4487,3207,353,1827,654,3163
9200:14671,4621,14628,27781,45041,3787,52378,70182,21077,30734
9224:9593,13074,164,7210,34555,64643,2403,5149,899,67334
9225:1077,311,2543,12861,17,11855,14259,9435,1011,71228
9233:22776,42657,15373,89775,62579,29755,23518,43352,106657,47748
9236:17,245,15,508,1405,441,94,65,1002,103
9237:542,15,61,29,8,84,76,32,101,518
9238:616,302,654,58,542,650,29,76,37585,69451
9245:302,17,29,3853,923,5542,72974,7648,45849,6541
9249:78219,17,518,616,84,8,1405,58,245,2076
9256:8,1951,245,508,19899,76,518,302,616,6745
9276:4589,27847,44267,4965,46066,103010,120,8204,79896,4097
9288:1405,654,616,15,58,76,302,245,8,564
9290:8322,30815,15013,13077,24933,107104,36558,25985,4409,20986
9291:616,654,58,302,15,8,32,542,650,61
9310:654,17,616,302,58,861,564,61,1196,15
9312:654,15,542,58,616,8,302,84,29,70
9313:787,17,518,94,8,654,616,58,15,542
9331:52132,85508,12964,64240,24308,66541,4875,28740,12565,5545
9333:10869,203,6210,245,4965,542,7334,95159,353,16431
9350:17,302,654,616,58,84,8,518,650,289
9357:83385,9760,80021,7585,20184,986,1352,1709,3704,3307
9359:654,616,518,58,302,542,564,61,32,8
9364:17,61,302,58,654,1645,616,8,245,5389
9368:962,25601,30980,80322,9767,48701,4702,5066,2527,37606
9369:168,719,984,574,8860,1147,8733,1400,1326,2833
9371:787,1119,947,32,8151,327,302,736,496,245
9381:1913,22507,5214,19319,22856,31633,26121,2848,5363,1959
9389:97686,39645,45970,6,32076,7560,650,63225,322,109119
9394:245,8,15,101,542,61,119,32,301,787
9400:17,302,58,236,542,76,861,8,518,2372
9402:9815,168,719,2715,1460,1326,5738,1205,2318,2337
9420:5017,650,616,302,58,542,654,8,15,76
9431:508,302,4671,378,7622,787,53619,2193,9435,311
9432:17,616,8,15,654,302,58,364,518,1196
9433:16952,118575,77882,71022,327,2495,73797,43850,65982,301
9437:53318,10048,3746,41385,11358,10305,14890,5613,64165,616
9442:1749,780,226,140,986,3819,13544,1888,2379,2967
9443:302,650,58,542,654,518,787,861,29,1196
9451:103,245,61,616,518,131,302,364,542,7210
9473:4755,10041,22777,1527,40825,29335,1352,2880,5624,7880
9474:5078,46177,73026,1131,1957,22,7624,814,3661,3842
9486:40921,14047,24364,28752,50707,4568,38475,8213,3131,115711
9487:17,654,616,302,58,1102,76,518,650,787
9489:17,94,29,787,616,518,8,654,58,19188
9494:840,3196,17,2548,5111,157,8,508,302,7160
9498:4926,17,302,654,76,616,58,8,866,84
9499:64290,564,616,289,17,101,73232,6897,53845,101448
9500:44066,209,97,736,86026,15442,105078,96,21053,121841
9507:53415,21366,1405,18537,76,182,16523,2372,1512,902
9514:9961,36401,19244,63098,45791,85292,1989,62652,97268,30289
9525:1119,518,17,289,363,891,8,245,3347,496
9528:542,84,17,302,654,616,354,58,353,32
9531:262,27438,3704,35368,111569,3506,107534,102836,51482,840
9535:70,698,616,76,124,17,1535,1196,4,226
9538:17,58,654,302,542,53001,3404,861,554,1196
9541:962,301,521,10054,4328,86105,17,8457,18868,3207
9553:925,111574,3901,16056,7240,25855,20739,3510,2829,12614
9568:1547,4625,7622,2543,12861,311,8759,19378,8772,8867
9570:302,84,17,76,70,654,616,58,1462,363
9571:3661,5084,168,5731,3280,36268,4481,70,815,10031
9573:4,11358,23622,21442,66271,7450,538,10048,5962,9323
9576:10038,48352,17,302,654,76,616,58,8,866
9580:654,616,17,58,302,4072,564,861,15,61
9590:17,542,302,58,518,650,245,29,61,289
9593:616,302,8,654,542,58,84,76,1348,61
9606:508,17,76,1023,3484,5254,500,564,1405,302
9612:616,58,302,861,902,8,518,138,15,322
9613:76,616,302,10085,654,650,17,861,327,518
9614:18639,6073,15212,2626,2868,2548,1558,1578,616,1874
9630:5480,8860,984,719,1400,14498,661,463,5557,801
9665:84,518,1196,17,483,736,58,61,378,29
9666:398,11644,616,5598,9388,2447,17,14964,13388,17220
9668:302,616,17,15,58,654,8,364,4502,162
9680:84,17,654,302,58,616,289,8,518,6
9685:356,518,616,8,84,56303,32001,53139,5741,39108
9693:17,654,616,302,542,58,101,61,29,518
9694:262,8301,826,1149,5363,76,698,2139,25918,28132
9696:31527,696,924,71657,34698,53741,82555,75998,70853,99570
9711:36868,36887,6432,80668,86488,88297,6720,50506,3231,84537
9722:17,8651,245,518,61,8,65,654,302,15
9727:39860,50463,58835,46178,49652,40860,68947,41064,25143,83977
9742:616,1348,17,119078,696,76,4032,302,8,8783
9745:17,58,654,518,84,542,564,32,15,861
9752:8066,37159,46541,2139,26577,65,30407,51043,3407,98
9753:17,15242,302,8,1119,654,84,616,947,518
9755:650,654,58,17,616,1866,162,8,76,77686
9757:21879,301,17,3966,84,302,70,48361,199,45321
9786:650,542,654,356,302,496,327,3484,500,1410
9808:15,17,616,3223,654,32,58,542,1196,61
9810:5253,1122,33720,33683,1406,9448,23398,65938,16433,15937
9812:7760,58,616,302,1125,61,15,8,182,194
9813:17,18532,518,61,245,542,1987,103,931,65
9818:17,25297,71115,50171,74627,105955,37585,46586,51393,119807
9820:422,4268,245,17,1126,2233,542,654,15,61
9824:4513,3618,1002,1744,371,1340,1256,4547,9055,6315
9827:17,131,616,58,302,70,32,8,245,84
9831:168,984,719,8860,463,5480,574,8733,1400,5738
9834:616,17,8,654,302,58,114,1102,483,1405
9837:17,654,70,84,76,289,616,8,518,162
9839:3573,698,15106,14501,87243,3882,7180,984,3376,21031
9840:11991,10365,4487,4268,94,353,35154,4256,8566,1262
9864:17,654,15,58,29,616,3,84,9387,650
9879:17,616,15,654,302,1945,245,94,364,58
9890:654,17,302,58,8,29,84,518,15,650
9891:8,508,654,542,32,616,58,70,29,1535
9892:17,654,4475,302,76,486,1344,70,81,564
9896:245,17,1827,8,616,518,654,542,564,32
9899:48249,38420,23516,15777,14498,73938,121576,2012,124,6772
9900:17,616,654,302,6,650,518,1348,542,29
9911:84,616,17,654,245,542,1196,1305,167,1405
9926:84,6,564,7770,76,429,3101,162,15,542
9927:518,61,564,245,650,32,356,1405,508,103
9929:32,15,564,616,302,654,289,8,58,101
9944:44984,56364,48271,49920,14201,4462,1164,83954,113412,2547
9945:15408,7146,7334,7622,26026,12861,66643,4671,42870,18287
9946:866,500,14508,8454,27291,21963,1352,5767,10503,76
9961:2178,18536,63691,22632,119109,22046,31095,17,1890,122379
9984:29024,53847,14584,12550,347,46837,96683,74617,1546,97382
10030:302,616,654,29,15,363,542,8,650,518
10040:168,1326,25178,696,4103,27967,61057,8860,297,2685
10050:6905,131,7910,17,725,8066,1603,19668,2852,46547
10051:409,35144,45,1187,40465,2373,48,56594,654,17
10073:650,17,58,1140,654,302,616,29,101,15
10078:16996,19362,70818,17,302,654,76,616,58,8
10082:4889,1397,13167,2510,603,2194,20642,15767,72085,23697
10084:10662,3068,91352,301,52056,76833,1295,104526,2579,70
10086:302,17,564,168,719,984,29,654,463,8860
10088:22059,81719,40142,28632,16501,74730,25368,16151,4158,2439
10090:2139,890,40,5670,866,17,361,4880,15238,22498
10110:616,302,654,518,67471,95965,58,8,101,84
10111:17,508,245,65,542,61,564,119,94,1267
10115:182,224,245,97,8,1245,650,518,1140,10012
10117:17,110050,88081,1109,65507,15573,322,1382,422,2976
10130:21744,40934,86379,12670,36630,52156,44617,41024,17733,60291
10132:327,616,1023,787,302,5567,17,8,363,15
10133:138,3610,9289,224,542,380,704,3613,9043,76
10136:9722,3006,17,29021,47931,45496,18220,12532,37959,72970
10140:58,654,302,17,616,650,402,518,32,61
10148:719,14498,984,5738,1400,5480,574,4394,7838,1326
10155:17,1410,103,5303,616,8213,5582,356,302,8
10156:2715,100272,81695,7451,106651,98146,111329,36687,849,109356
10194:8,17615,3039,302,654,616,23973,58,29,94
10196:302,787,616,58,8,15,650,1550,84,2618
10200:2403,970,1524,17,3506,48,4487,245,947,899
10210:17,37386,24211,2447,13388,4719,11644,3829,4941,4126
10233:65269,18156,17920,7477,72156,66582,89230,100785,7728,39158
10235:3282,3060,6320,64639,100832,71422,60256,10882,42203,11847
10236:33195,65107,2292,13568,605,102580,49842,115745,92484,2377
10237:17,8,7624,21829,6482,19231,48878,28628,75683,116223
10249:3653,138,273,112542,656,1462,787,3235,43255,2770
10254:285,17,654,302,58,454,53321,2361,37231,2661
10267:8,61,518,616,542,32,76,354,564,1119
10275:6129,1382,472,1535,1126,17,736,5157,542,899
10276:302,616,654,542,58,518,84,15,61,564
10279:1550,17,654,616,8,289,302,486,518,58
10302:285,4113,486,1866,495,2369,239,2030,726,3234
10303:72700,82899,94224,92545,50979,89570,9891,76972,924,40
10304:15657,32239,755,3,239,58,193,1535,354,654
10306:17,616,654,518,15,8,650,32,364,861
10313:3824,3233,616,52627,302,296,58,62641,245,28920
10317:30634,8,21455,22335,13075,3543,84,654,542,302
10335:32315,30916,86264,41662,669,57904,51204,48397,106204,6500
10339:654,616,15,518,58,542,61,354,32,787
10342:17,302,654,15,616,29,518,162,8,17431
10346:10880,51326,238,7742,1822,1549,8843,68201,564,1196
10359:285,62,654,302,8,15,518,101,9331,289
10364:542,8,32,17,826,616,902,564,364,1196
10366:58,654,61,15,84,224,650,29,787,245
10371:81,62489,22555,32623,76,12216,29384,60795,74038,75363
10377:654,17,616,554,518,8,302,84,58,70
10378:18935,2153,168,463,8860,97626,168,719,2715,1460
10387:53812,48539,873,931,1276,431,4697,1539,219,718
10388:17,616,302,654,58,542,8,84,650,568
10392:17,302,654,76,616,58,8,866,84,29
10408:840,10541,5627,197,14793,2548,5111,13049,465,8069
10420:81,226,70,508,140,17,780,654,1790,542
10427:59380,3039,45848,23955,10084,45268,4996,74093,15000,22256
10439:650,84,239,62,542,15,29,61,76,394
10445:654,1825,1539,302,76,65,873,564,3704,245
10454:17,616,654,302,70,124,518,58,646,1023
10471:17,8,542,518,15,654,616,61,564,402
10478:17,58,616,302,8,518,542,15,76,61
10479:30754,564,518,542,8,787,76,4996,70299,68370
10480:302,29,58,654,17,542,15,650,564,6
10488:302,654,76,301,32,289,322,861,564,29
10502:9919,11241,58923,41101,28760,33264,75062,60935,22678,56632
10513:124,17,654,8,902,302,15,642,1549,364
10523:441,1002,1744,4513,710,3618,3506,13,8705,245
10543:15247,27420,5550,1208,38344,496,353,1206,10316,15
10554:2092,117248,20498,33771,39677,59158,76076,96771,97805,4000
10563:899,8,84,654,564,891,1119,616,736,302
10564:311,2675,8066,2829,3039,1077,8,650,1405,654
10570:17,650,29,8109,303,162,616,58,542,564
10573:533,121676,121289,39913,113413,47188,26987,39127,97409,40335
10580:19871,4949,10492,45106,247,3372,1495,83134,17567,8
10636:236,302,650,224,542,62,654,8,616,187
10655:17,302,654,8,301,58,84,616,1102,518
10691:17,542,616,15,364,61,654,58,103,518
10693:17,302,654,289,354,8,84,301,398,101
10698:302,17,654,58,70,650,29,542,564,15
10707:10682,23173,22170,17706,40357,76756,44771,46933,94152,52807
10710:616,8,58,76,650,542,518,1535,15,70
10726:22655,69494,103120,56108,84051,80617,65783,114118,113857,91456
10747:93815,42599,113878,52954,71737,75779,3318,39650,39078,73420
10758:17,3543,21455,13075,302,542,654,58,616,76
10770:2543,7622,1011,4625,17486,311,11855,12861,787,3695
10779:29,34804,3178,38949,57070,81809,73428,62223,74828,108099
10794:616,79949,46019,43260,71973,116367,78976,78399,17,654
10801:76,650,616,698,358,787,58,17,11325,3146
10807:58829,2387,17,1119,947,787,32,245,518,84
10820:19399,301,67446,19352,17,38085,1410,5245,28525,36039
10842:13601,52222,114768,84440,108733,19099,112110,75120,118297,59815
10843:17,654,650,29,94,84,285,61,15,302
10844:2265,1913,698,28132,5398,262,37573,2848,31633,18239
10845:10770,3672,9289,247,7021,75951,17567,6503,1495,5545
10854:51617,54897,78928,63264,86228,51729,56956,66003,23368,13566
10858:84,17,101,654,530,302,616,8,58,10043
10871:17,41847,29059,65619,9909,57153,64994,101231,64490,59255
10892:6,65,1703,674,11861,17,6485,9318,2944,358
10905:11717,74188,96269,17,302,654,76,616,58,8
10908:70,17,2121,518,616,654,84,26550,564,1405
10913:22926,12869,20118,12306,84,616,19442,358,1382,2018
10920:616,654,302,58,518,8,245,61,861,84
10955:17,48,302,245,1405,2935,616,518,301,8
10956:34998,104058,46586,7407,17220,656,10856,544,40386,5927
10968:302,654,32,76,861,564,542,29,101,84
10991:17,81,616,2139,76,302,518,245,787,61
10999:17,616,58,542,654,364,564,11122,29,787
11000:780,2241,5767,731,3423,550,15535,22597,8511,22689
11022:84,15,302,616,654,58,8,542,76,244
11034:17,58,654,518,8,564,1196,84,15,554
11037:1011,311,8867,4625,17486,11855,8772,203,3034,9435
11047:1359,8,17,39502,521,29891,36860,1023,1853,2656
11055:2703,51294,110306,48933,66872,60502,53913,114051,12981,45794
11099:302,8,17,654,616,58,29,542,650,97
11105:8,952,2789,302,654,899,616,48,518,29
11110:44,2139,22365,3137,168,35966,2337,719,1326,2318
11118:99392,27788,13660,26000,17108,45387,2793,100930,117581,114827
11132:1091,17,1002,508,2880,698,245,2139,84,22365
11134:17,363,947,931,542,873,131,1382,361,616
11135:2149,429,4542,65,4364,364,4604,3235,1405,24710
11149:8,322,656,101,285,301,616,356,654,58
11150:4040,8772,11590,5319,5975,1337,14814,7088,2543,40840
11193:49767,76,36541,429,2318,40477,59746,901,97,317
11211:49594,27427,28996,45287,32042,2857,99740,88782,9291,38583
11222:19544,27152,31638,37196,50369,96442,899,6641,11459,5575
11228:441,1002,4513,1256,13,5122,1744,1205,2917,827
11240:17,302,654,76,616,58,8,866,84,29
11259:669,107104,114548,83086,91446,52121,84164,76108,15013,51232
11264:32,17,542,654,224,58,616,518,650,8
11273:58,616,29,101,861,239,162,6,84,76
11278:16105,302,654,68266,92173,20877,39818,35589,122440,30477
11279:2405,13926,19000,52989,113529,58982,32758,118856,35846,3132
11280:298,106256,56298,49008,88839,2614,112188,12079,23635,82038
11287:8,364,899,48,518,654,2789,302,616,245
11332:31188,168,65242,103201,698,508,3484,103220,33019,45782
11360:12307,17,302,654,76,616,58,8,866,84
11363:17,616,2292,654,76,58,302,8783,6901,4146
11378:518,58,162,654,30348,616,17,402,238,1023
11388:43418,4267,34115,51943,23839,16804,901,654,190,616
